souid;lat;lon;value;elev;prid;dqc;sct;rep
5801;68.50167;17.54339;0;0;2;1;NA;NA
5805;58.14645;6.83098;0;0;2;1;NA;NA
5809;61.9395;8.02832;0;0;2;1;NA;NA
5811;59.89234;10.53219;0.2;0;2;0;0.43;NA
5814;58.13613;7.93065;0;0;2;1;NA;NA
5816;61.15999;8.03117;0.1;0;2;1;NA;NA
5817;63.56672;9.18449;0;0;2;1;NA;NA
5818;69.70154;18.97578;0;0;2;1;NA;NA
5822;59.9853;11.25362;0;0;2;0;0.49;NA
5823;61.42025;10.38154;0;0;2;1;NA;NA
5825;59.01188;5.63909;0.1;0;2;1;NA;NA
5826;59.22054;9.60375;0.4;0;2;0;0.1;NA
5828;58.08988;6.61937;0;0;2;1;NA;NA
5830;58.83752;5.73492;0;0;2;1;NA;NA
5833;59.37989;10.75316;0.1;0;2;0;0.47;NA
5834;58.68699;5.58326;0;0;2;1;NA;NA
5841;61.9307;5.07857;0;0;2;1;NA;NA
5843;62.66693;9.21701;0;0;2;1;NA;NA
5848;58.68783;7.7764;0.2;0;2;1;NA;NA
5850;63.37971;7.79452;0;0;2;1;NA;NA
5853;63.42548;10.42548;0;0;2;1;NA;NA
5854;60.4284;7.269;0;0;2;1;NA;NA
5856;59.90154;10.75286;0.1;0;2;0;0.1;NA
5859;60.31374;5.36737;0;0;2;1;NA;NA
5864;59.00547;5.65684;0.1;0;2;1;NA;NA
5865;59.9436;10.9345;0.1;0;2;0;0.84;NA
5870;58.82285;5.75907;0;0;2;1;NA;NA
5871;63.42922;10.16825;0;0;2;1;NA;NA
5882;59.39734;9.97287;0.6;0;2;0;0.45;NA
5888;59.76215;10.45167;0;0;2;0;3.78;NA
5895;67.28422;14.81659;0;0;2;1;NA;NA
5897;58.72224;9.0737;0.1;0;2;1;NA;NA
5900;63.79984;11.1902;0;0;2;1;NA;NA
5901;60.48323;5.25872;0;0;2;1;NA;NA
5902;63.72161;11.2763;0;0;2;1;NA;NA
5904;68.4356;17.4372;0;0;2;1;NA;NA
5905;60.46003;5.33347;0;0;2;1;NA;NA
5906;59.19849;10.44972;0.1;0;2;0;0.03;NA
5914;63.38512;10.34224;0;0;2;1;NA;NA
5929;59.26294;10.36378;0.4;0;2;0;0.21;NA
5932;59.78444;5.40033;0.1;0;2;1;NA;NA
5934;58.85791;9.38229;0.2;0;2;0;1.78;NA
5939;58.77764;5.82491;0;0;2;1;NA;NA
5941;59.69212;9.81497;0.7;0;2;0;0.45;NA
5944;58.11024;6.95894;0;0;2;1;NA;NA
5945;62.5747;11.3842;0;0;2;1;NA;NA
5953;59.2803;10.42158;0.4;0;2;0;0.52;NA
5954;59.19845;9.57283;0.2;0;2;0;0.86;NA
5960;59.65966;6.38687;0;0;2;1;NA;NA
5961;59.27492;9.27841;0.4;0;2;0;0.06;NA
5966;60.53022;8.48197;0.6;0;2;1;NA;NA
5968;59.07209;11.46069;0.2;0;2;0;0.68;NA
5978;59.92035;10.97059;0.1;0;2;0;1.7;NA
5981;60.42251;4.99499;0;0;2;1;NA;NA
5982;58.43136;6.00762;0;0;2;1;NA;NA
5986;58.80893;6.25378;0;0;2;1;NA;NA
5988;58.2745;7.98055;0.1;0;2;1;NA;NA
5990;60.44747;12.0716;0.1;0;2;7;NA;NA
5995;63.42779;10.75733;0;0;2;1;NA;NA
5996;59.73345;11.03002;0.1;0;2;0;0.47;NA
5998;59.71817;10.7996;0.2;0;2;0;1.05;NA
6004;59.6523;9.66958;0;0;2;13;NA;NA
6005;62.34539;6.07076;0;0;2;1;NA;NA
6011;61.18426;6.80567;0;0;2;1;NA;NA
6019;59.78592;10.47271;0.1;0;2;0;0.1;NA
6021;66.52386;13.1782;0;0;2;1;NA;NA
6024;59.80344;10.82324;0.1;0;2;0;0.8;NA
6025;60.34337;5.27031;0;0;2;1;NA;NA
6034;63.11786;7.75478;0;0;2;1;NA;NA
6036;59.29589;5.23048;0;0;2;1;NA;NA
6041;58.34306;6.28078;0;0;2;1;NA;NA
6042;58.97771;5.71053;0.1;0;2;1;NA;NA
6043;59.5842;9.7865;0.7;0;2;0;0.46;NA
6045;58.93186;5.59715;0;0;2;1;NA;NA
6049;59.27742;10.42232;0.1;0;2;0;2.17;NA
6056;60.84852;11.26876;0;0;2;1;NA;NA
6057;59.01548;9.78709;0.2;0;2;0;0.01;NA
6062;59.54027;9.56041;0.8;0;2;0;0.03;NA
6065;61.59134;5.0524;0;0;2;1;NA;NA
6067;59.26221;10.36691;0.3;0;2;0;0.01;NA
6084;64.18651;11.22754;0;0;2;1;NA;NA
6085;58.79381;5.68628;0;0;2;1;NA;NA
6088;59.84742;10.49465;0.1;0;2;0;0;NA
6093;61.24229;7.71925;0;0;2;1;NA;NA
6107;60.36877;5.36919;0;0;2;1;NA;NA
6111;60.4221;10.5043;0.3;0;2;7;1.13;NA
6116;59.99263;10.91127;0;0;2;5;4.3;NA
6117;59.20605;10.81168;0.1;0;2;0;0.02;NA
6126;58.423;8.72925;0.1;0;2;1;NA;NA
6127;59.3773;10.46436;0.2;0;2;0;0.22;NA
6129;61.47869;6.06014;0;0;2;1;NA;NA
6139;58.50166;5.80115;0;0;2;1;NA;NA
6143;60.07344;10.99537;0.1;0;2;8;NA;NA
6149;67.03878;14.02548;0;0;2;1;NA;NA
6153;59.93868;10.83041;0.1;0;2;4;NA;NA
6155;58.31118;6.67721;0;0;2;1;NA;NA
6158;60.469;7.07701;0;0;2;1;NA;NA
6160;58.897;5.7161;0;0;2;1;NA;NA
6164;69.0833;17.1833;0;0;2;1;NA;NA
6168;59.93098;10.49051;0.1;0;2;0;0.82;NA
6169;60.29896;5.30281;0;0;2;1;NA;NA
6170;59.81678;5.34194;0.2;0;2;1;NA;NA
6172;59.82208;10.32309;0.1;0;2;0;0.02;NA
6176;59.89617;10.5066;0.1;0;2;0;0.22;NA
6181;58.96415;5.70952;0;0;2;1;NA;NA
6184;60.00232;5.14418;0.2;0;2;1;NA;NA
6201;58.82323;5.75114;0;0;2;1;NA;NA
6202;59.99853;5.49171;0.3;0;2;1;NA;NA
6208;59.82229;10.32369;0;0;2;5;4.07;NA
6218;60.46767;5.22453;0;0;2;1;NA;NA
6226;58.73739;5.73573;0;0;2;1;NA;NA
6228;62.85122;8.52136;0;0;2;1;NA;NA
6231;59.57976;11.14482;0.3;0;2;0;0.02;NA
6232;66.77348;15.63099;0;0;2;1;NA;NA
6236;59.12272;5.74795;0.1;0;2;1;NA;NA
6240;63.4018;10.35421;0;0;2;1;NA;NA
6244;59.1837;9.60199;0.5;0;2;0;0.99;NA
6248;68.6523;15.4588;0;0;2;1;NA;NA
6252;59.00081;5.60975;0;0;2;1;NA;NA
6255;61.18003;8.11375;0;0;2;1;NA;NA
6256;61.8715;8.30781;0;0;2;1;NA;NA
6258;59.50268;5.57924;0.1;0;2;1;NA;NA
6262;59.44861;10.68221;0.2;0;2;0;0.01;NA
6264;58.94759;5.57525;0;0;2;1;NA;NA
6265;59.04678;9.7642;0.4;0;2;0;0.98;NA
6273;58.94653;5.70531;0;0;2;1;NA;NA
6275;58.99282;5.76087;0;0;2;1;NA;NA
6282;60.28263;5.26972;0;0;2;1;NA;NA
6285;59.95491;10.48966;0.1;0;2;0;1.74;NA
6287;67.10094;15.39855;0;0;2;1;NA;NA
6288;61.45852;5.82373;0;0;2;1;NA;NA
6294;59.1292;10.24786;0.1;0;2;0;0.23;NA
6300;60.08493;10.09962;1.3;0;2;5;7.91;NA
6313;59.44006;10.43662;0.3;0;2;0;0.01;NA
6314;58.41695;8.06551;0.2;0;2;1;NA;NA
6324;63.65875;11.13867;0;0;2;1;NA;NA
6326;59.64543;11.25422;0.2;0;2;0;0.06;NA
6329;58.1878;8.0364;0.1;0;2;1;NA;NA
6340;60.08671;11.47386;0.1;0;2;0;0;NA
6346;60.64884;10.85778;0.3;0;2;1;NA;NA
6348;62.56;6.04819;0;0;2;1;NA;NA
6364;60.44108;5.17127;0;0;2;1;NA;NA
6366;63.4305;10.3951;0;0;2;1;NA;NA
6368;59.98513;11.0318;0;0;2;0;1.57;NA
6369;59.60222;11.00228;0.1;0;2;0;1.97;NA
6381;60.32008;5.26989;0;0;2;1;NA;NA
6384;59.60966;9.78703;0.9;0;2;0;0.17;NA
6392;62.09614;6.16352;0;0;2;1;NA;NA
6393;62.55639;7.70484;0;0;2;1;NA;NA
6396;62.43695;6.26117;0;0;2;1;NA;NA
6398;60.08992;6.11177;0;0;2;1;NA;NA
6405;58.36903;8.64429;0;0;2;1;NA;NA
6408;59.89816;10.83255;0;0;2;0;2.03;NA
6411;60.43459;5.46638;0;0;2;1;NA;NA
6413;58.33345;6.2233;0;0;2;1;NA;NA
6417;67.27915;14.40727;0;0;2;1;NA;NA
6419;63.41757;10.37016;0;0;2;1;NA;NA
6427;59.02176;6.05643;0;0;2;1;NA;NA
6428;63.53326;10.79065;0;0;2;1;NA;NA
6442;58.90358;5.72707;0;0;2;1;NA;NA
6444;63.4995;11.14722;0.1;0;2;1;NA;NA
6450;59.99845;10.2805;0;0;2;8;NA;NA
6452;59.2134;11.01392;0;0;2;5;4.02;NA
6453;63.05951;7.51064;0;0;2;1;NA;NA
6457;66.01547;12.95403;0;0;2;1;NA;NA
6460;58.82901;5.81879;0;0;2;1;NA;NA
6473;62.74013;7.14349;0;0;2;1;NA;NA
6478;58.96335;5.74452;0;0;2;1;NA;NA
6479;59.94044;5.48346;0.2;0;2;1;NA;NA
6480;58.91325;5.67594;0;0;2;1;NA;NA
6487;63.42283;10.4882;0;0;2;1;NA;NA
6489;59.63829;5.39057;0.1;0;2;1;NA;NA
6496;61.90962;5.99152;0;0;2;1;NA;NA
6497;67.15511;13.97643;0;0;2;1;NA;NA
6498;63.1198;7.72604;0;0;2;1;NA;NA
6501;58.83582;5.77439;0;0;2;1;NA;NA
6505;60.30523;5.32144;0;0;2;1;NA;NA
6506;59.47877;5.74001;0.1;0;2;1;NA;NA
6508;59.04069;5.75205;0.2;0;2;1;NA;NA
6509;59.90724;10.85543;0;0;2;0;1.88;NA
6513;59.86995;8.71029;0.4;0;2;1;NA;NA
6516;62.40965;6.55524;0;0;2;1;NA;NA
6519;62.41242;6.31805;0;0;2;1;NA;NA
6523;58.34563;7.9792;0.1;0;2;1;NA;NA
6527;58.88072;5.65911;0;0;2;1;NA;NA
6530;62.46388;6.84872;0;0;2;1;NA;NA
6543;59.90999;10.57545;0.2;0;2;0;0.29;NA
6545;59.90223;10.53778;0.2;0;2;0;0.3;NA
6550;58.83901;5.77062;0;0;2;1;NA;NA
6551;59.74783;10.14752;0.2;0;2;0;0;NA
6553;63.56939;10.67344;0;0;2;1;NA;NA
6554;58.62247;9.06083;0;0;2;1;NA;NA
6557;59.46319;10.96454;0.3;0;2;0;0.13;NA
6558;59.84199;9.58286;0.6;0;2;0;0.09;NA
6562;59.65604;9.64381;0;0;2;13;NA;NA
6563;62.20384;6.13363;0;0;2;1;NA;NA
6566;60.38816;5.2225;0;0;2;1;NA;NA
6567;59.81453;10.46594;0.1;0;2;0;0.08;NA
6569;59.78803;10.47585;0;0;2;0;3.62;NA
6571;60.92537;11.78055;0;0;2;1;NA;NA
6575;60.68208;4.94063;0;0;2;1;NA;NA
6578;59.26379;10.42323;0.4;0;2;0;0.95;NA
6584;65.907;13.1739;0;0;2;1;NA;NA
6586;59.08464;5.97307;0;0;2;1;NA;NA
6592;62.47262;6.32794;0;0;2;1;NA;NA
6593;59.45546;9.02989;0.2;0;2;7;2.51;NA
6598;59.90147;10.75288;0.2;0;2;0;1.51;NA
6610;67.27749;14.39874;0;0;2;1;NA;NA
6615;60.76853;10.69139;0.2;0;2;1;NA;NA
6618;58.9694;5.7233;0;0;2;1;NA;NA
6629;59.48715;8.63225;0.5;0;2;1;NA;NA
6637;65.86973;13.19733;0;0;2;1;NA;NA
6638;58.13632;8.17365;0;0;2;1;NA;NA
6639;59.74396;10.76945;0.2;0;2;0;1.38;NA
6640;58.97604;5.74836;0.1;0;2;1;NA;NA
6650;59.92857;10.76068;0.6;0;2;5;8.55;NA
6651;58.92876;5.84002;0;0;2;1;NA;NA
6655;59.37224;5.24676;0;0;2;1;NA;NA
6658;62.27791;5.87843;0;0;2;1;NA;NA
6659;60.34689;6.16763;0;0;2;1;NA;NA
6661;61.06058;5.65457;0;0;2;1;NA;NA
6674;58.52724;5.79302;0;0;2;1;NA;NA
6679;58.92158;5.85072;0;0;2;1;NA;NA
6683;60.30483;6.29173;0;0;2;1;NA;NA
6692;58.29994;6.63903;0.1;0;2;1;NA;NA
6695;59.77634;10.29132;0.2;0;2;0;0.83;NA
6697;60.48111;5.73688;0;0;2;1;NA;NA
6702;59.86847;10.79275;0;0;2;0;2.12;NA
6703;59.97705;11.26253;0;0;2;0;0.41;NA
6704;60.38646;5.80026;0;0;2;1;NA;NA
6705;67.66133;12.69063;0;0;2;1;NA;NA
6706;58.60627;8.96573;0;0;2;1;NA;NA
6707;58.11245;7.96648;0;0;2;1;NA;NA
6709;59.2858;10.4181;0.4;0;2;0;0.39;NA
6711;61.09537;10.50005;0;0;2;1;NA;NA
6712;58.9701;5.7333;0;0;2;1;NA;NA
6718;60.00581;11.337;0.1;0;2;0;1.5;NA
6724;59.19435;9.54519;0;0;2;13;NA;NA
6727;58.15653;8.01303;0.1;0;2;1;NA;NA
6730;67.23505;14.59924;0;0;2;1;NA;NA
6731;60.09221;10.28857;0.2;0;2;0;1.1;NA
6732;58.84346;5.7665;0;0;2;1;NA;NA
6733;58.85543;5.72269;0;0;2;1;NA;NA
6742;59.16166;8.62849;0;0;2;1;NA;NA
6744;59.22823;10.89798;0;0;2;13;NA;NA
6747;58.33406;8.57377;0;0;2;1;NA;NA
6749;60.92172;8.43098;0.4;0;2;1;NA;NA
6755;60.40355;5.47909;0;0;2;1;NA;NA
6763;59.73392;10.13034;0;0;2;13;NA;NA
6769;61.10212;7.49016;0;0;2;1;NA;NA
6772;61.31814;5.80056;0;0;2;1;NA;NA
6777;63.34541;9.97168;0;0;2;1;NA;NA
6780;60.20408;5.62325;0;0;2;1;NA;NA
6782;62.80867;8.72579;0;0;2;1;NA;NA
6783;59.48463;7.42019;0.6;0;2;1;NA;NA
6785;62.89126;7.68228;0;0;2;1;NA;NA
6788;66.33407;14.15525;0;0;2;1;NA;NA
6789;61.18734;6.85177;0;0;2;1;NA;NA
6793;59.52119;10.68775;0.3;0;2;0;0;NA
6796;59.01837;6.04269;0;0;2;1;NA;NA
6800;59.93974;10.73304;0;0;2;13;NA;NA
6803;60.17454;5.45672;0;0;2;1;NA;NA
6807;59.89081;5.29113;0.2;0;2;1;NA;NA
6813;59.73256;10.91263;0.1;0;2;0;0.25;NA
6816;59.82823;10.26028;0.1;0;2;0;0.03;NA
6822;63.30871;10.43771;0;0;2;1;NA;NA
6830;59.9219;10.54891;0.2;0;2;0;0.06;NA
6835;69.18283;19.05006;0;0;2;1;NA;NA
6839;60.52105;5.31504;0;0;2;1;NA;NA
6840;60.41635;5.20585;0;0;2;1;NA;NA
6843;59.79446;5.14506;0.1;0;2;1;NA;NA
6857;58.74011;6.79115;0.4;0;2;1;NA;NA
6863;60.02656;9.16874;1;0;2;7;0.01;NA
6870;60.33513;11.29895;0.2;0;2;0;0.14;NA
6880;59.90742;10.57287;0.1;0;2;0;0.13;NA
6881;69.95225;23.21837;0;0;2;1;NA;NA
6884;60.03553;5.20506;0.1;0;2;1;NA;NA
6885;60.17584;10.32665;0.6;0;2;0;0.08;NA
6886;62.4723;6.1549;0;0;2;1;NA;NA
6893;59.99497;11.02327;0.1;0;2;0;0.63;NA
6896;60.24287;11.18725;0.1;0;2;0;0.88;NA
6899;59.38258;10.40395;0.3;0;2;0;0.14;NA
6900;60.35773;5.36386;0;0;2;1;NA;NA
6903;58.83383;5.7244;0;0;2;1;NA;NA
6905;59.27552;6.01013;0;0;2;1;NA;NA
6918;60.31456;5.33657;0;0;2;1;NA;NA
6927;59.72516;10.20744;0.2;0;2;0;0.12;NA
6932;60.4761;5.46916;0;0;2;1;NA;NA
6933;60.37357;5.34285;0;0;2;1;NA;NA
6935;63.59069;10.96209;0;0;2;1;NA;NA
6939;59.30447;5.51594;0.1;0;2;1;NA;NA
6940;62.56289;7.15899;0;0;2;1;NA;NA
6945;68.67718;17.12583;0;0;2;1;NA;NA
6946;60.65577;6.44197;0;0;2;1;NA;NA
6949;60.29549;5.04695;0;0;2;1;NA;NA
6951;60.47922;5.69183;0;0;2;1;NA;NA
6953;59.0533;10.0352;1.2;0;2;13;NA;NA
6963;62.34007;6.04039;0;0;2;1;NA;NA
6967;59.18877;11.20988;0.1;0;2;0;0.25;NA
6968;59.94418;10.7746;0;0;2;13;NA;NA
6970;58.73972;5.93647;0;0;2;1;NA;NA
6977;63.05701;8.24088;0;0;2;1;NA;NA
6984;58.18917;8.03543;0.2;0;2;1;NA;NA
6985;59.4934;9.97009;0.3;0;2;5;6.37;NA
6986;59.7344;10.31236;0.1;0;2;0;0.04;NA
6992;62.53182;7.69459;0;0;2;1;NA;NA
6993;59.92381;10.67177;0.2;0;2;0;0.34;NA
6995;62.71245;7.42267;0;0;2;1;NA;NA
7001;63.45109;10.46212;0;0;2;1;NA;NA
7002;59.93259;5.86605;0;0;2;1;NA;NA
7012;63.42909;10.55221;0;0;2;1;NA;NA
7014;59.99191;10.62782;0.4;0;2;0;0.1;NA
7015;60.25369;5.43805;0.1;0;2;1;NA;NA
7021;58.76773;5.87251;0;0;2;1;NA;NA
7022;59.61964;9.68098;0.6;0;2;0;0.64;NA
7023;58.82671;5.71364;0;0;2;1;NA;NA
7026;60.48418;5.75083;0;0;2;1;NA;NA
7030;59.96256;10.78246;0.1;0;2;0;0.1;NA
7032;60.81863;11.34875;0;0;2;1;NA;NA
7033;60.34761;5.3712;0;0;2;1;NA;NA
7037;59.51099;10.28463;0.3;0;2;0;0.19;NA
7040;61.13818;10.45211;0;0;2;1;NA;NA
7044;63.29458;10.28135;0;0;2;1;NA;NA
7052;60.15231;10.37299;0.8;0;2;0;0.75;NA
7061;59.90203;10.53641;0.1;0;2;0;0.14;NA
7067;59.01618;5.59726;0;0;2;1;NA;NA
7077;60.46688;5.33231;0;0;2;1;NA;NA
7079;60.33571;5.25164;0;0;2;1;NA;NA
7083;60.55036;5.73545;0;0;2;1;NA;NA
7088;63.44693;10.954;0;0;2;1;NA;NA
7094;59.9432;11.00992;0.1;0;2;0;1.7;NA
7101;59.94999;11.02232;0;0;2;0;0.79;NA
7102;58.2936;7.0349;0;0;2;1;NA;NA
7103;62.4667;6.15;0;0;2;1;NA;NA
7105;59.80094;5.49463;0.1;0;2;1;NA;NA
7109;59.00422;9.74108;0.1;0;2;0;1.11;NA
7116;59.21534;10.13441;0.4;0;2;0;0.01;NA
7120;59.76091;5.46897;0.1;0;2;1;NA;NA
7123;68.54517;16.76513;0;0;2;1;NA;NA
7126;58.92494;5.8494;0;0;2;1;NA;NA
7129;59.39438;5.30194;0;0;2;1;NA;NA
7130;60.15219;5.3985;0;0;2;1;NA;NA
7132;59.8086;10.44383;0.1;0;2;0;0.08;NA
7133;59.0476;5.7013;0.1;0;2;1;NA;NA
7136;58.77583;5.85005;0;0;2;1;NA;NA
7138;59.05703;5.93133;0.1;0;2;1;NA;NA
7141;60.32077;5.35302;0;0;2;1;NA;NA
7142;59.07427;10.3044;0;0;2;0;3.75;NA
7144;59.14757;5.23976;0;0;2;1;NA;NA
7146;59.9211;10.94479;0;0;2;0;1.06;NA
7147;63.67582;9.66289;0;0;2;1;NA;NA
7149;59.16268;10.32004;0.1;0;2;0;0.15;NA
7152;62.15146;6.1291;0;0;2;1;NA;NA
7154;62.5442;6.56728;0;0;2;1;NA;NA
7156;59.75637;10.4626;0;0;2;0;3.79;NA
7162;58.10354;6.72425;0;0;2;1;NA;NA
7164;61.48479;6.06685;0;0;2;1;NA;NA
7167;59.61252;5.8222;0;0;2;1;NA;NA
7171;60.393;5.3242;0;0;2;1;NA;NA
7172;59.4173;11.35973;0.3;0;2;0;0;NA
7180;65.75291;12.57648;0;0;2;1;NA;NA
7183;68.21418;14.48771;0;0;2;1;NA;NA
7184;59.53187;10.6856;0.2;0;2;0;0.43;NA
7186;59.56333;11.09003;0.2;0;2;0;1.04;NA
7187;59.90856;10.78794;0.1;0;2;0;0.17;NA
7188;59.90731;10.63709;0.2;0;2;0;0.53;NA
7190;68.76115;17.14914;0;0;2;1;NA;NA
7191;60.75865;11.08002;0;0;2;1;NA;NA
7194;59.65178;10.80753;0.3;0;2;0;0.58;NA
7203;62.30019;6.70373;0;0;2;1;NA;NA
7207;61.36952;11.81022;0;0;2;1;NA;NA
7208;61.91886;5.15688;0;0;2;1;NA;NA
7213;59.68286;10.65627;0.1;0;2;0;0.02;NA
7214;60.40847;5.20646;0;0;2;1;NA;NA
7221;60.36445;5.33794;0;0;2;1;NA;NA
7223;58.92295;5.7273;0.1;0;2;1;NA;NA
7225;62.52134;9.60775;0;0;2;1;NA;NA
7227;64.12337;10.12418;0;0;2;1;NA;NA
7228;62.46764;6.37901;0;0;2;1;NA;NA
7231;63.20365;10.94503;0;0;2;1;NA;NA
7233;60.44043;5.45912;0;0;2;1;NA;NA
7245;58.22997;7.02254;0;0;2;1;NA;NA
7247;60.59343;5.36431;0;0;2;1;NA;NA
7251;59.43002;11.00097;0.3;0;2;0;0.35;NA
7252;60.34353;5.35092;0;0;2;1;NA;NA
7260;62.8076;7.68571;0;0;2;1;NA;NA
7263;70.43337;28.24512;0;0;2;1;NA;NA
7274;59.1716;10.85048;0.1;0;2;0;0.01;NA
7280;60.96662;9.19106;0.1;0;2;1;NA;NA
7282;62.33926;5.84649;0;0;2;1;NA;NA
7284;59.22834;10.10634;0.7;0;2;0;1.23;NA
7285;60.33554;5.26714;0;0;2;1;NA;NA
7287;59.91416;10.79481;0.2;0;2;0;1.68;NA
7290;59.8311;9.31177;0.7;0;2;0;0.76;NA
7293;59.41248;10.27895;0.7;0;2;0;0.83;NA
7306;58.37412;6.59093;0;0;2;1;NA;NA
7308;60.06628;8.95081;0.5;0;2;1;NA;NA
7310;60.8064;10.68491;0.1;0;2;1;NA;NA
7311;59.96915;11.05529;0;0;2;0;0.83;NA
7317;60.87735;11.129;0;0;2;1;NA;NA
7319;60.46;5.3726;0;0;2;1;NA;NA
7322;60.3798;5.1562;0;0;2;1;NA;NA
7330;59.55036;10.28865;0.7;0;2;5;4.11;NA
7331;59.29283;10.75639;0.2;0;2;0;0.08;NA
7332;62.46204;6.32653;0;0;2;1;NA;NA
7338;59.10535;10.22162;0.1;0;2;0;0.16;NA
7339;59.13765;10.17241;0.3;0;2;0;0.39;NA
7341;58.78586;5.70796;0;0;2;1;NA;NA
7342;58.47374;6.00935;0;0;2;1;NA;NA
7347;61.22415;10.4396;0;0;2;1;NA;NA
7348;66.33459;14.10446;0;0;2;1;NA;NA
7351;58.2123;8.25067;0;0;2;1;NA;NA
7355;63.56616;10.69556;0;0;2;1;NA;NA
7367;59.11635;10.24475;0.1;0;2;0;0.14;NA
7369;62.17176;5.43846;0;0;2;1;NA;NA
7370;59.79604;5.52814;0;0;2;1;NA;NA
7380;59.07998;10.20183;0.1;0;2;0;0.03;NA
7382;61.04281;9.85192;0.2;0;2;1;NA;NA
7383;62.34282;5.6951;0;0;2;1;NA;NA
7388;60.32639;5.00555;0.1;0;2;1;NA;NA
7389;61.60503;5.14096;0;0;2;1;NA;NA
7390;68.82103;18.44434;0;0;2;1;NA;NA
7392;62.45097;6.3501;0;0;2;1;NA;NA
7395;59.87253;10.80095;0.1;0;2;0;0.61;NA
7401;60.46274;5.29773;0;0;2;1;NA;NA
7402;59.94527;10.7464;0.2;0;2;0;0.29;NA
7403;59.39668;10.36378;0.4;0;2;0;0.01;NA
7405;63.32154;10.13845;0;0;2;1;NA;NA
7412;63.58056;9.51207;0;0;2;1;NA;NA
7415;61.21171;7.13214;0;0;2;1;NA;NA
7421;63.4274;10.36296;0;0;2;1;NA;NA
7426;59.32834;10.68303;0.2;0;2;0;0.02;NA
7429;59.15039;5.24437;0.1;0;2;1;NA;NA
7432;63.30949;10.43802;0;0;2;1;NA;NA
7433;63.76346;11.75239;0;0;2;1;NA;NA
7435;58.02794;7.42822;0;0;2;1;NA;NA
7439;59.90438;10.81567;0.1;0;2;0;0.4;NA
7442;66.36045;12.5713;0;0;2;1;NA;NA
7443;65.88453;12.27489;0;0;2;1;NA;NA
7448;59.90822;10.78717;0;0;2;0;3.23;NA
7452;60.72764;9.35679;0.5;0;2;1;NA;NA
7455;61.52934;10.12967;0;0;2;1;NA;NA
7458;59.82638;10.32445;0.1;0;2;0;0.02;NA
7463;60.46245;5.35674;0;0;2;1;NA;NA
7467;59.78997;5.51336;0;0;2;1;NA;NA
7468;58.07836;7.97963;0;0;2;1;NA;NA
7470;59.92321;10.62321;0.1;0;2;0;0.23;NA
7475;63.3878;10.3551;0;0;2;1;NA;NA
7485;63.40549;8.98481;0;0;2;1;NA;NA
7490;59.51907;5.27526;0;0;2;1;NA;NA
7494;59.84733;10.82323;0;0;2;0;1.54;NA
7499;65.49484;12.23719;0;0;2;1;NA;NA
7500;58.66392;6.71985;0.2;0;2;1;NA;NA
7511;60.24282;5.20845;0;0;2;1;NA;NA
7516;58.43604;8.77937;0;0;2;1;NA;NA
7531;59.17597;11.1148;0.1;0;2;0;0.1;NA
7534;61.12565;9.09296;0.3;0;2;1;NA;NA
7536;59.42648;5.39395;0.1;0;2;1;NA;NA
7539;63.58343;9.92265;0;0;2;1;NA;NA
7543;60.33002;5.69325;0;0;2;1;NA;NA
7548;63.36118;10.38627;0;0;2;1;NA;NA
7551;59.65682;10.64295;0.1;0;2;0;0.04;NA
7554;59.93784;10.60066;0.2;0;2;0;0;NA
7557;62.57795;6.11767;0;0;2;1;NA;NA
7559;58.9459;5.57658;0;0;2;1;NA;NA
7564;61.45863;5.82334;0;0;2;1;NA;NA
7565;62.07571;5.54121;0;0;2;1;NA;NA
7570;59.81546;5.52303;0.1;0;2;1;NA;NA
7575;62.24046;6.008;0;0;2;1;NA;NA
7576;58.84464;5.7082;0;0;2;1;NA;NA
7578;63.47734;10.95771;0;0;2;1;NA;NA
7585;59.88586;10.51031;0.1;0;2;0;0.12;NA
7586;59.85963;5.74121;0;0;2;1;NA;NA
7587;58.68592;5.7667;0;0;2;1;NA;NA
7593;62.38612;6.55205;0;0;2;1;NA;NA
7602;61.32904;7.85549;0;0;2;1;NA;NA
7607;58.99201;9.66246;0.1;0;2;0;1.38;NA
7610;60.35756;5.34503;0;0;2;1;NA;NA
7613;59.7945;5.71459;0.1;0;2;1;NA;NA
7615;59.78076;10.79218;0;0;2;0;2.46;NA
7619;60.31645;5.07725;0;0;2;1;NA;NA
7621;59.29602;5.42894;0;0;2;1;NA;NA
7626;63.11215;7.74612;0;0;2;1;NA;NA
7631;63.32943;8.43835;0;0;2;1;NA;NA
7633;67.29457;14.81732;0;0;2;1;NA;NA
7634;63.72652;9.70633;0;0;2;1;NA;NA
7636;59.73796;10.40517;0;0;2;5;4.1;NA
7638;59.24179;10.46224;0.2;0;2;0;0.03;NA
7643;67.29896;14.39813;0;0;2;1;NA;NA
7651;61.28645;5.0268;0;0;2;1;NA;NA
7658;60.59071;11.96209;0.2;0;2;1;NA;NA
7659;62.03808;5.53079;0;0;2;1;NA;NA
7661;58.11824;8.09085;0;0;2;1;NA;NA
7674;60.10629;10.85138;0.6;0;2;0;0.04;NA
7679;70.9821;25.9704;0;0;2;1;NA;NA
7681;59.16978;10.21514;0.3;0;2;0;0.14;NA
7693;58.73159;5.63999;0;0;2;1;NA;NA
7698;58.99615;5.68092;0.1;0;2;1;NA;NA
7699;62.90604;8.19573;0;0;2;1;NA;NA
